Date,Close,Close_lag_1,Close_lag_2,Close_lag_3,Close_lag_4,Close_lag_5,Close_lag_6,Close_lag_7,Close_lag_8,Close_lag_9,Close_lag_10,Close_lag_11,Close_lag_12,Close_lag_13,Close_lag_14,Close_pct_change_1d,close_target,target_pct_change
2000-01-24,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,1402.1099853515625,1399.4200439453125,1455.219970703125,-0.0029123190810015354,1410.030029296875,0.006064800483985572
2000-01-25,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,1402.1099853515625,1399.4200439453125,-0.027633593591799732,1404.0899658203125,-0.004212721256386695
2000-01-26,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,1402.1099853515625,0.006064800483985611,1398.56005859375,-0.003938427993345681
2000-01-27,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,1403.449951171875,-0.00421272125638672,1360.1600341796875,-0.027456829027902932
2000-01-28,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,1441.469970703125,-0.00393842799334565,1394.4599609375,0.025217566974388265
2000-01-31,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,1457.5999755859375,-0.027456829027902918,1409.280029296875,0.010627819209245291
2000-02-01,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,1438.56005859375,0.025217566974388372,1409.1199951171875,-0.00011355740261738119
2000-02-02,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,1432.25,0.01062781920924527,1424.969970703125,0.011248137590027851
2000-02-03,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,1449.6800537109375,-0.00011355740261742575,1424.3699951171875,-0.00042104437165188345
2000-02-04,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,1465.1500244140625,0.011248137590027962,1424.239990234375,-9.127184878799983e-05
2000-02-07,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,1455.1400146484375,-0.000421044371651913,1441.719970703125,0.012273198750635747
2000-02-08,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,1455.9000244140625,-9.127184878798822e-05,1411.7099609375,-0.020815422117645466
2000-02-09,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,1445.5699462890625,0.012273198750635705,1416.8299560546875,0.003626803847007902
2000-02-10,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,1441.3599853515625,-0.02081542211764542,1387.1199951171875,-0.020969320143562266
2000-02-11,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,1401.530029296875,0.0036268038470079755,1389.93994140625,0.002032950501030204
2000-02-14,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,1410.030029296875,-0.02096932014356223,1402.050048828125,0.008712683952101404
2000-02-15,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,1404.0899658203125,0.0020329505010301396,1387.6700439453125,-0.010256413381841635
2000-02-16,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,1398.56005859375,0.008712683952101452,1388.260009765625,0.00042514848748565354
2000-02-17,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,1360.1600341796875,-0.01025641338184169,1346.0899658203125,-0.030376185763956363
2000-02-18,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,1394.4599609375,0.0004251484874857603,1352.1700439453125,0.004516843806420306
2000-02-22,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,1409.280029296875,-0.030376185763956398,1360.68994140625,0.006300906826835517
2000-02-23,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,1409.1199951171875,0.0045168438064202565,1353.4300537109375,-0.005335445992795044
2000-02-24,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,1424.969970703125,0.006300906826835595,1333.3599853515625,-0.014829039967263443
2000-02-25,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,1424.3699951171875,-0.005335445992795007,1348.050048828125,0.01101732738191421
2000-02-28,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,1424.239990234375,-0.01482903996726348,1366.4200439453125,0.013627086867551203
2000-02-29,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,1441.719970703125,0.0110173273819143,1379.18994140625,0.009345513861218346
2000-03-01,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,1411.7099609375,0.013627086867551208,1381.760009765625,0.001863462226786911
2000-03-02,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,1416.8299560546875,0.009345513861218402,1409.1700439453125,0.01983704404959354
2000-03-03,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,1387.1199951171875,0.001863462226787016,1391.280029296875,-0.012695426449990433
2000-03-06,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,1389.93994140625,0.019837044049593633,1355.6199951171875,-0.02563109757114056
2000-03-07,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,1402.050048828125,-0.012695426449990443,1366.699951171875,0.008173349533494956
2000-03-08,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,1387.6700439453125,-0.02563109757114057,1401.68994140625,0.025601808359159508
2000-03-09,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,1388.260009765625,0.008173349533495022,1395.0699462890625,-0.004722866963392752
2000-03-10,1395.0699462890625,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,1346.0899658203125,0.025601808359159595,1383.6199951171875,-0.008207438775620027
2000-03-13,1383.6199951171875,1395.0699462890625,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,1352.1700439453125,-0.004722866963392747,1359.1500244140625,-0.017685470569578234
2000-03-14,1359.1500244140625,1383.6199951171875,1395.0699462890625,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,1360.68994140625,-0.008207438775620024,1392.1400146484375,0.024272515647120838
2000-03-15,1392.1400146484375,1359.1500244140625,1383.6199951171875,1395.0699462890625,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,1353.4300537109375,-0.017685470569578254,1458.469970703125,0.04764603801108185
2000-03-16,1458.469970703125,1392.1400146484375,1359.1500244140625,1383.6199951171875,1395.0699462890625,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,1333.3599853515625,0.02427251564712085,1464.469970703125,0.004113900265706132
2000-03-17,1464.469970703125,1458.469970703125,1392.1400146484375,1359.1500244140625,1383.6199951171875,1395.0699462890625,1401.68994140625,1366.699951171875,1355.6199951171875,1391.280029296875,1409.1700439453125,1381.760009765625,1379.18994140625,1366.4200439453125,1348.050048828125,0.047646038011081915,1456.6300048828125,-0.005353449355160458
